,depth,element,height,parentNode,text,width,x,xpath,y,attributes.charset,attributes.content,attributes.name,attributes.href,attributes.rel,attributes.sizes,attributes.itemprop,attributes.class,attributes.id,attributes.aria-label,attributes.style,attributes.data-ogsr-up,attributes.target,attributes.height,attributes.viewBox,attributes.width,attributes.xmlns,attributes.jsaction,attributes.jscontroller,attributes.jsdata,attributes.aria-controls,attributes.aria-expanded,attributes.aria-haspopup,attributes.data-ved,attributes.jsname,attributes.role,attributes.tabindex,attributes.aria-hidden,attributes.alt,attributes.src,attributes.enable-background,attributes.focusable,attributes.ping,attributes.action,attributes.data-submitfalse,attributes.method,attributes.jsmodel,attributes.type,attributes.aria-autocomplete,attributes.autocapitalize,attributes.autocomplete,attributes.autocorrect,attributes.maxlength,attributes.spellcheck,attributes.title,attributes.value,attributes.data-input-has-text,attributes.data-view-type,attributes.data-is-ios-gsa,attributes.data-async-context,attributes.data-async-context-required,attributes.data-async-type,attributes.data-jiis,attributes.aria-current,attributes.data-hveid,attributes.data-short-label,attributes.data-spl,attributes.data-babe,attributes.data-cgae,attributes.data-cuc,attributes.data-uss,attributes.jsshadow,attributes.jsslot,attributes.aria-disabled,attributes.aria-pressed,attributes.data-alert-message,attributes.data-cid,attributes.data-scr,attributes.data-enable-product-traversal,attributes.data-ft,attributes.data-num-of-products,attributes.data-serialized-chip-data-in-stick-param,attributes.data-sti,attributes.data-stick-param,attributes.data-enable-reviews-cache,attributes.data-feature-type,attributes.data-gl,attributes.data-ipn,attributes.data-pge,attributes.data-ppn,attributes.data-async-trigger,attributes.decode-data-ved,attributes.data-focus,attributes.data-gid,attributes.data-iid,attributes.data-index,attributes.data-mid,attributes.data-oid,attributes.data-pid,attributes.data-pvf,attributes.data-pvt,attributes.data-rds,attributes.data-siid,attributes.data-spdr,attributes.data-upa,attributes.data-vc,attributes.data-vsc,attributes.data-atf,attributes.data-frt,attributes.aria-level,price,attributes.data-is-hidden,attributes.data-deferred,attributes.data-src,attributes.aria-live,attributes.data-async-rclass,attributes.data-sokoban-container,attributes.data-header-feature,attributes.data-content-feature,attributes.data-restore,attributes.data-ss,attributes.data-m_t,attributes.data-rc_f,attributes.data-rc_ludocids,attributes.data-ru_gwp,attributes.data-ru_lqi,attributes.data-trex_id,attributes.data-initq,attributes.data-it,attributes.data-qc,attributes.data-bs,attributes.data-sgrd,attributes.data-lk,attributes.data-q,attributes.data-uda,attributes.data-md,attributes.data-veid,attributes.data-attrid,attributes.data-async-fc,attributes.data-async-fcv,attributes.data-async-ons,attributes.aria-valuetext,attributes.data-count,attributes.data-iu,attributes.data-h,attributes.data-nr,attributes.data-docid,attributes.data-lpage,attributes.data-bla,attributes.data-ni,attributes.data-amp-cur,attributes.data-amp-title,attributes.data-amp-vgi,attributes.data-rtc,attributes.data-url,attributes.data-closelabel,attributes.data-expand-on-click,attributes.data-openlabel,attributes.data-dir,attributes.data-carousel-padding,attributes.data-has-lerp,attributes.data-visible,attributes.data-fc,attributes.data-sd,attributes.data-u,attributes.data-ei,attributes.data-ucsi,attributes.data-pcs,attributes.data-biw,attributes.aria-labelledby,attributes.data-eom-state,attributes.__is_owner,attributes.data-dismiss,attributes.jsowner,attributes.data-bucket,attributes.data-psd-ssc,attributes.eid,attributes.data-ei-async,attributes.data-clcm,attributes.data-clim,attributes.data-clmach,attributes.data-clmacw,attributes.data-clmich,attributes.data-clmicw,attributes.data-clmnc,attributes.data-clpar,attributes.data-clpmcw,attributes.data-txh,attributes.data-mobile,attributes.data-cidx,attributes.data-i
10,3,META,0.0,HEAD,,0.0,0.0,/html/head/meta[7],0.0,,/images/branding/googleg/1x/googleg_standard_color_128dp.png,,,,,image,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,3,TITLE,0.0,HEAD,contour stick - Google Search,0.0,0.0,/html/head/title,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,HEADER,163.0,BODY.srp,"HomeSearch historyCollectionsSettingsYour data in SearchHide explicit results: offDark theme: offHow Search worksHelpSend feedbackREPORT THISCANCELOKDELETESearch ModesAllShoppingImagesVideosNewsMapsBooksFlightsSearch tools.gb_0a:not(.gb_Fd){font:13px/27px Roboto,RobotoDraft,Arial,sans-serif;z-index:986}#gb.gb_9d{height:64px;position:absolute;right:0;top:0}.gb_9d.gb_Wd .gb_Ud{float:right}.gb_9d .gb_ae{display:none}.gb_9d .gb_fd{padding:12px;display:block}.gb_9d .gb_be{fill:#1a73e8}.gb_9d .gb_A{display:inline-block}.gb_9d .gb_be .gb_9d .gb_Ma .gb_A{padding:4px}.gb_9d .gb_Ba{-webkit-background-size:32px 32px;background-size:32px 32px;-webkit-border-radius:50%;border-radius:50%;border:0;display:block;margin:0px;position:relative;height:32px;width:32px;z-index:0}@media (min-resolution:1.25dppx),(-o-min-device-pixel-ratio:5/4),(-webkit-min-device-pixel-ratio:1.25),(min-device-pixel-ratio:1.25){.gb_9d .gb_Ba::before{display:inline-block;-webkit-transform:scale(.5);transform:scale(.5);-webkit-transform-origin:left 0;transform-origin:left 0}}.gb_9d .gb_Ba:hover,.gb_9d .gb_Ba:focus{-webkit-box-shadow:0 1px 0 rgba(0,0,0,.15);box-shadow:0 1px 0 rgba(0,0,0,.15)}.gb_9d .gb_Ba:active{-webkit-box-shadow:inset 0 2px 0 rgba(0,0,0,.15);box-shadow:inset 0 2px 0 rgba(0,0,0,.15)}.gb_9d .gb_Ba:active::after{background:rgba(0,0,0,.1);-webkit-border-radius:50%;border-radius:50%;content:"""";display:block;height:100%}.gb_9d.gb_B .gb_Ba:hover,.gb_9d.gb_g .gb_Ba:hover,.gb_9d.gb_B .gb_Ba:focus,.gb_9d.gb_g .gb_Ba:focus{-webkit-box-shadow:0 1px 0 rgba(0,0,0,.15),0 1px 2px rgba(0,0,0,.2);box-shadow:0 1px 0 rgba(0,0,0,.15),0 1px 2px rgba(0,0,0,.2)}sentinel{}",1035.0,0.0,/html/body/header,0.0,,,,,,,,Fh5muf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,4,DIV,64.0,HEADER.Fh5muf,,1035.0,0.0,//*[@id='qslc'],0.0,,,,,,,,v6U7rf,qslc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,5,A,66.0,DIV#qslc.v6U7rf,,92.0,471.5,//*[@id='qslc']/a,0.0,,,,/?sa=X&ved=0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQOwgC,,,,SR3ZX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6,DIV,36.0,A.SR3ZX,,92.0,471.5,//*[@id='qslc']/a/div,16.0,,,,,,,,HK0d3e,,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,5,SPAN,0.0,DIV#qslc.v6U7rf,,0.0,0.0,//*[@id='qslc']/span,0.0,,,,,,,,gb,,,display:none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,5,DIV,64.0,DIV#qslc.v6U7rf,,56.0,979.0,//*[@id='gb'],0.0,,,,,,,,gb_oa gb_Wd gb_0a gb_9d gb_Fd gb_pa,gb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,6,DIV,59.0,DIV#gb.gb_oa.gb_Wd.gb_0a.gb_9d.gb_Fd.gb_pa,,56.0,979.0,//*[@id='gb']/div,0.0,,,,,,,,gb_Ud gb_Wa gb_Jd,,,padding:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,7,DIV,59.0,DIV.gb_Ud.gb_Wa.gb_Jd,,56.0,979.0,//*[@id='gb']/div/div,0.0,,,,,,,,gb_Qe,,,display:block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,8,DIV,0.0,DIV.gb_Qe,,56.0,979.0,//*[@id='gb']/div/div/div,0.0,,,,,,,,gb_Rc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,8,A,0.0,DIV.gb_Qe,,0.0,979.0,//*[@id='gb']/div/div/a[1],0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,8,A,59.0,DIV.gb_Qe,,56.0,979.0,//*[@id='gb']/div/div/a[2],0.0,,,,https://accounts.google.com/ServiceLogin?hl=en&passive=true&continue=https://www.google.com/search%3Fq%3Dcontour%2Bstick%26start%3D0%26hl%3Den&ec=GAZAAQ,,,,gb_fd,,,,,_top,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,9,svg,32.0,A.gb_fd,,32.0,991.0,//*[@id='gb']/div/div/a[2]/svg,12.0,,,,,,,,gb_be,,,,,,32,0 0 24 24,32,http://www.w3.org/2000/svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,4,DIV,63.0,HEADER.Fh5muf,HomeSearch historyCollectionsSettingsYour data in SearchHide explicit results: offDark theme: offHow Search worksHelpSend feedback,60.0,0.0,//*[@id='navd'],0.0,,,,,,,,,navd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,5,DIV,63.0,DIV#navd,HomeSearch historyCollectionsSettingsYour data in SearchHide explicit results: offDark theme: offHow Search worksHelpSend feedback,60.0,0.0,//*[@id='navd']/div,0.0,,,,,,,,,,,,,,,,,,rcuQ6b:npT2md,Bevgab,yiZYyd;_;AQnKlE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,6,DIV,63.0,DIV,,60.0,0.0,//*[@id='navd']/div/div[1],0.0,,,,,,,,KojFAc,,Main menu,padding:18px,,,,,,,x097hd,,,UCqTdf,false,true,0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQmpcCCAM,hyP9Qc,button,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,7,svg,24.0,DIV.KojFAc,,24.0,18.0,//*[@id='navd']/div/div[1]/svg,18.0,,,,,,,,,,,fill:#70757a;width:24px;height:24px,,,,0 0 24 24,,http://www.w3.org/2000/svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,6,DIV,0.0,DIV,HomeSearch historyCollectionsSettingsYour data in SearchHide explicit results: offDark theme: offHow Search worksHelpSend feedback,0.0,0.0,//*[@id='UCqTdf'],0.0,,,,,,,,SSH64d,UCqTdf,,,,,,,,,,,,,,,0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQm5cCCAQ,ilYNse,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,DIV,0.0,DIV#UCqTdf.SSH64d,HomeSearch historyCollectionsSettingsYour data in SearchHide explicit results: offDark theme: offHow Search worksHelpSend feedback,0.0,0.0,//*[@id='nd_1'],0.0,,,,,,,,emdozc,nd_1,Navigation drawer,,,,,,,,,,,,,,,QA0Szd,menu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,8,A,0.0,DIV#nd_1.emdozc,,0.0,0.0,//*[@id='nd_1']/a[1],0.0,,,,#,,,,Is2Q0d,,Close the drawer,,,,,,,,Kcbrbe,,,,,,0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQnJcCCAU,,menuitem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,8,A,0.0,DIV#nd_1.emdozc,Home,0.0,0.0,//*[@id='nd_1']/a[2],0.0,,,,/?hl=en&sa=X&ved=0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQnZcCCAY,,,,rYDfvb,,,,,,,,,,,,,,,,,,menuitem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,9,IMG,0.0,A.rYDfvb,,0.0,0.0,//*[@id='nd_1']/a[2]/img,0.0,,,,,,,,EuAkLc,,,,,,,,,,,,,,,,,,,,,,https://www.gstatic.com/navigationdrawer/home_icon.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,8,A,0.0,DIV#nd_1.emdozc,Search history,0.0,0.0,//*[@id='nd_1']/a[3],0.0,,,,/history/optout?hl=en&sa=X&ved=0ahUKEwjFiYDf5v73AhU0mo4IHWIWAaAQsLsECAc,,,,rYDfvb,,,,,,,,,,,,,,,,,,menuitem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,9,IMG,0.0,A.rYDfvb,,0.0,0.0,//*[@id='nd_1']/a[3]/img,0.0,,,,,,,,EuAkLc,,,,,,,,,,,,,,,,,,,,,,https://www.gstatic.com/navigationdrawer/search_activity_icon.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
